2020-04-29 18:04:767 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 18:04:667 INFO  LoginPage :39 - Enter password Rahi123Password field [[ChromeDriver: chrome on WINDOWS (5a1d2feece38954e1ab2ad13e9eaf69d)] -> id: txtPassword]
2020-04-29 18:04:367 INFO  LoginPage :45 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (5a1d2feece38954e1ab2ad13e9eaf69d)] -> id: btnLogin]
2020-04-29 18:04:407 INFO  LoginPage :56 - Getting Error Text [[ChromeDriver: chrome on WINDOWS (5a1d2feece38954e1ab2ad13e9eaf69d)] -> id: spanMessage]
2020-04-29 18:04:463 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 18:04:917 INFO  LoginPage :32 - Enter user name pandyaUsername field [[ChromeDriver: chrome on WINDOWS (e82eaf21c27cf45cdd90322a627494c3)] -> id: txtUsername]
2020-04-29 18:04:109 INFO  LoginPage :39 - Enter password 123rahiPassword field [[ChromeDriver: chrome on WINDOWS (e82eaf21c27cf45cdd90322a627494c3)] -> id: txtPassword]
2020-04-29 18:04:685 INFO  LoginPage :45 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (e82eaf21c27cf45cdd90322a627494c3)] -> id: btnLogin]
2020-04-29 18:04:793 INFO  LoginPage :56 - Getting Error Text [[ChromeDriver: chrome on WINDOWS (e82eaf21c27cf45cdd90322a627494c3)] -> id: spanMessage]
2020-04-29 18:04:841 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 18:04:175 INFO  LoginPage :32 - Enter user name rahiUsername field [[ChromeDriver: chrome on WINDOWS (dddde00fbcdd8938505bcd504fecc010)] -> id: txtUsername]
2020-04-29 18:04:371 INFO  LoginPage :39 - Enter password love1Password field [[ChromeDriver: chrome on WINDOWS (dddde00fbcdd8938505bcd504fecc010)] -> id: txtPassword]
2020-04-29 18:04:11 INFO  LoginPage :45 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (dddde00fbcdd8938505bcd504fecc010)] -> id: btnLogin]
2020-04-29 18:04:59 INFO  LoginPage :56 - Getting Error Text [[ChromeDriver: chrome on WINDOWS (dddde00fbcdd8938505bcd504fecc010)] -> id: spanMessage]
2020-04-29 18:04:103 INFO  BrowserSelector :19 - Launching Chrome Browser
2020-04-29 18:04:106 INFO  LoginPage :32 - Enter user name xyzabcUsername field [[ChromeDriver: chrome on WINDOWS (6890f4928cc6a28798b23ebcdb0cbc9a)] -> id: txtUsername]
2020-04-29 18:04:259 INFO  LoginPage :39 - Enter password abc123Password field [[ChromeDriver: chrome on WINDOWS (6890f4928cc6a28798b23ebcdb0cbc9a)] -> id: txtPassword]
2020-04-29 18:04:885 INFO  LoginPage :45 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (6890f4928cc6a28798b23ebcdb0cbc9a)] -> id: btnLogin]
2020-04-29 18:04:925 INFO  LoginPage :56 - Getting Error Text [[ChromeDriver: chrome on WINDOWS (6890f4928cc6a28798b23ebcdb0cbc9a)] -> id: spanMessage]
